row_id,order_id,product_id,sales,postal_code
1075,CA-2017-134348,OFF-BI-10004967,4.368,85204.0
1076,CA-2017-134348,TEC-AC-10003447,31.984,85204.0
1077,CA-2017-161781,OFF-AR-10000255,40.88,47201.0
1078,CA-2018-132521,OFF-AP-10002191,119.96,98105.0
1079,CA-2018-132521,OFF-ST-10001325,31.44,98105.0
1080,CA-2018-132521,OFF-BI-10000404,6.88,98105.0
1081,CA-2016-110016,OFF-PA-10000349,19.92,48227.0
1082,CA-2016-110016,FUR-CH-10002880,1106.91,48227.0
1083,US-2017-143819,FUR-TA-10001095,836.592,10701.0
1084,US-2017-143819,OFF-PA-10003127,26.38,10701.0
1085,US-2017-143819,OFF-ST-10003208,362.92,10701.0
1086,US-2017-143819,TEC-MA-10003979,4899.93,10701.0
1087,CA-2017-167584,OFF-PA-10000029,6.48,50315.0
1088,CA-2017-166163,TEC-PH-10004896,71.976,94601.0
1089,CA-2017-166163,OFF-LA-10000452,3.15,94601.0
1090,CA-2018-158407,FUR-FU-10001967,31.984,28110.0
1091,CA-2018-158407,TEC-PH-10001819,71.984,28110.0
1092,CA-2016-143490,OFF-AR-10002952,120.15,92105.0
1093,CA-2016-143490,TEC-PH-10000576,219.184,92105.0
1094,CA-2016-165085,OFF-PA-10000605,28.9,20735.0
1095,CA-2016-165085,OFF-AP-10002518,355.96,20735.0
1096,CA-2018-160423,OFF-ST-10004340,348.208,28205.0
1097,CA-2018-160423,OFF-BI-10004001,35.784,28205.0
1098,CA-2015-159338,FUR-TA-10004147,447.84,90049.0
1099,CA-2017-107216,OFF-AR-10001545,7.04,94122.0
1100,CA-2017-107216,FUR-FU-10000206,8.73,94122.0
1101,CA-2017-107216,TEC-AC-10001013,29.29,94122.0
1102,CA-2017-107216,OFF-AR-10002255,8.64,94122.0
1103,US-2018-145863,OFF-BI-10004140,2.694,77041.0
1104,US-2018-145863,OFF-BI-10002049,2.934,77041.0
1105,CA-2017-112340,OFF-PA-10001892,22.92,92503.0
1106,US-2017-110156,OFF-ST-10000642,100.704,77041.0
1107,US-2017-110156,FUR-FU-10000206,2.328,77041.0
1108,US-2017-110156,OFF-BI-10003676,10.78,77041.0
1109,US-2017-110156,OFF-FA-10003495,58.368,77041.0
1110,US-2017-110156,OFF-EN-10003798,40.968,77041.0
1111,US-2017-110156,TEC-PH-10003589,71.96,77041.0
1112,US-2017-110156,OFF-PA-10004735,10.368,77041.0
1113,US-2017-110156,OFF-BI-10002609,1.192,77041.0
1114,CA-2018-140585,OFF-BI-10003364,46.672,92024.0
1115,CA-2018-140585,FUR-BO-10002206,119.833,92024.0
1116,CA-2018-140585,TEC-AC-10003610,119.98,92024.0
1117,CA-2017-144855,OFF-LA-10003766,6.3,94110.0
1118,CA-2016-142755,OFF-PA-10001970,279.9,30076.0
1119,CA-2016-142755,TEC-AC-10002049,619.95,30076.0
1120,CA-2016-142755,OFF-PA-10000141,4.36,30076.0
1121,CA-2016-142755,OFF-EN-10004459,15.28,30076.0
1122,US-2015-147627,TEC-PH-10001061,699.93,72401.0
1123,US-2015-147627,OFF-AR-10002375,22.96,72401.0
1124,US-2015-147627,FUR-FU-10003194,38.6,72401.0
1125,US-2015-147627,OFF-AR-10003811,6.63,72401.0
1126,US-2015-147627,OFF-EN-10001539,23.34,72401.0
1127,US-2015-147627,FUR-CH-10002331,1067.94,72401.0
1128,CA-2016-105970,OFF-AR-10003156,10.16,47374.0
1129,CA-2016-105970,OFF-EN-10001532,101.88,47374.0
1130,CA-2017-112102,FUR-TA-10004086,343.92,22153.0
1131,CA-2017-112102,OFF-PA-10000100,40.99,22153.0
1132,CA-2017-112102,OFF-EN-10002500,63.9,22153.0
1133,US-2017-114776,OFF-PA-10004100,19.44,94509.0
1134,US-2017-134908,OFF-ST-10003479,124.608,19134.0
1135,US-2017-134908,OFF-LA-10000973,7.56,19134.0
1136,US-2017-148803,OFF-ST-10001476,85.224,33030.0
1137,CA-2017-152170,OFF-EN-10002831,287.52,46350.0
1138,CA-2017-152170,OFF-AP-10002350,37.68,46350.0
1139,CA-2017-152170,OFF-PA-10001763,19.98,46350.0
1140,CA-2017-152170,OFF-AR-10003394,20.58,46350.0
1141,CA-2017-152170,OFF-BI-10002072,17.38,46350.0
1142,CA-2015-146969,FUR-FU-10004188,204.6,90045.0
1143,CA-2015-146969,OFF-FA-10001561,8.72,90045.0
1144,CA-2015-146969,OFF-PA-10002105,6.48,90045.0
1145,CA-2015-146969,TEC-MA-10004241,686.32,90045.0
1146,CA-2015-146969,OFF-ST-10004340,62.18,90045.0
1147,CA-2016-112452,OFF-AP-10003849,644.076,48911.0
1148,CA-2016-112452,OFF-FA-10000735,5.84,48911.0
1149,CA-2016-112452,OFF-BI-10003350,12.76,48911.0
1150,CA-2016-112452,TEC-PH-10000307,10.95,48911.0
1151,CA-2016-112452,TEC-CO-10004202,599.98,48911.0
1152,CA-2016-113971,FUR-FU-10001852,8.352,44221.0
1153,CA-2017-160395,OFF-AR-10003759,3.64,89502.0
1154,CA-2017-160395,OFF-BI-10003984,159.768,89502.0
1155,CA-2015-136567,OFF-ST-10004337,122.48,22801.0
1156,CA-2015-136567,FUR-TA-10001932,2244.48,22801.0
1157,CA-2015-136567,OFF-BI-10003982,62.31,22801.0
1158,CA-2015-136567,FUR-TA-10000617,455.1,22801.0
1159,CA-2017-149314,FUR-CH-10002126,195.184,90004.0
1160,CA-2018-147039,OFF-AP-10000576,362.94,55407.0
1161,CA-2018-147039,OFF-BI-10004654,11.54,55407.0
1162,CA-2015-126522,OFF-AR-10004042,53.94,92025.0
1163,CA-2015-127964,TEC-PH-10004700,9.99,10035.0
1164,CA-2015-127964,OFF-BI-10004593,125.76,10035.0
1165,CA-2015-127964,OFF-BI-10003429,25.32,10035.0
1166,CA-2015-117709,OFF-BI-10001294,46.8,49201.0
1167,CA-2016-125416,TEC-AC-10001552,447.93,98115.0
1168,CA-2018-145226,FUR-FU-10004952,109.48,10035.0
1169,CA-2018-145226,OFF-ST-10004123,272.94,10035.0
1170,CA-2018-145226,OFF-PA-10003172,19.44,10035.0
1171,CA-2018-145226,OFF-ST-10002352,31.92,10035.0
1172,US-2015-100279,OFF-PA-10002259,22.38,48073.0
1173,CA-2015-158064,OFF-BI-10002976,16.52,90008.0
1174,US-2016-104430,OFF-BI-10000301,5.176,61701.0
1175,CA-2016-132080,OFF-BI-10003694,50.112,10035.0
1176,CA-2017-161207,OFF-SU-10000381,27.93,3301.0
1177,CA-2015-120243,OFF-LA-10004425,11.56,90004.0
1178,CA-2017-113621,FUR-CH-10001270,172.5,20852.0
1179,CA-2017-113621,TEC-PH-10003931,179.97,20852.0
1180,CA-2017-168081,TEC-AC-10003174,258.696,77070.0
1181,CA-2015-128146,TEC-PH-10004539,1322.93,8701.0
1182,CA-2015-128146,OFF-AR-10001919,3.76,8701.0
1183,CA-2018-138779,OFF-EN-10002504,21.744,28540.0
1184,CA-2018-138779,TEC-PH-10003655,7.92,28540.0
1185,CA-2015-127131,OFF-BI-10004656,12.096,98103.0
1186,CA-2015-127131,OFF-ST-10002344,485.88,98103.0
1187,CA-2015-127131,OFF-PA-10001800,25.92,98103.0
1188,CA-2015-127131,OFF-ST-10000036,197.58,98103.0
1189,CA-2018-117212,OFF-AP-10004532,81.92,90036.0
1190,CA-2018-117212,TEC-PH-10004447,889.536,90036.0
1191,CA-2018-117212,FUR-CH-10003973,892.224,90036.0
1192,CA-2018-117212,OFF-PA-10001970,223.92,90036.0
1193,CA-2018-117212,OFF-PA-10000682,23.12,90036.0
1194,US-2016-130519,OFF-PA-10001937,15.552,33065.0
1195,US-2016-130519,FUR-FU-10002268,15.712,33065.0
1196,US-2016-130519,OFF-ST-10001321,24.672,33065.0
1197,US-2016-130519,FUR-FU-10003394,55.968,33065.0
1198,CA-2017-130946,TEC-AC-10001990,431.928,77041.0
1199,CA-2017-130946,FUR-CH-10004540,95.984,77041.0
1200,CA-2017-130946,OFF-BI-10004995,1088.792,77041.0
1201,CA-2017-114727,FUR-CH-10002335,544.008,80219.0
1202,CA-2017-114727,OFF-BI-10004967,1.872,80219.0
1203,CA-2017-114727,FUR-CH-10002331,854.352,80219.0
1204,CA-2017-114727,OFF-ST-10002292,593.568,80219.0
1205,CA-2017-114727,OFF-ST-10000689,338.04,80219.0
1206,CA-2018-133235,TEC-PH-10002660,271.96,28205.0
1207,CA-2017-137050,OFF-ST-10004634,11.21,10009.0
1208,CA-2017-137050,OFF-BI-10002160,9.144,10009.0
1209,CA-2017-137050,OFF-FA-10002988,14.07,10009.0
1210,CA-2017-137050,OFF-AR-10004999,41.86,10009.0
1211,CA-2017-137050,OFF-BI-10001031,8.544,10009.0
1212,CA-2017-137050,FUR-BO-10004695,579.136,10009.0
1213,US-2018-118087,FUR-CH-10004860,141.372,19134.0
1214,US-2018-118087,OFF-BI-10002432,3.036,19134.0
1215,US-2018-118087,OFF-BI-10000069,4.503,19134.0
1216,US-2018-118087,OFF-AR-10003602,4.672,19134.0
1217,US-2018-118087,TEC-AC-10004469,95.88,19134.0
1218,US-2018-118087,FUR-FU-10001867,17.024,19134.0
1219,US-2018-118087,TEC-AC-10003174,258.696,19134.0
1220,US-2018-118087,TEC-PH-10002200,1931.958,19134.0
1221,CA-2015-110184,OFF-ST-10000107,249.75,90036.0
1222,CA-2015-110184,TEC-PH-10000439,255.936,90036.0
1223,CA-2017-126004,FUR-FU-10001602,113.79,10024.0
1224,CA-2017-126004,TEC-AC-10001432,78.15,10024.0
1225,CA-2017-126004,OFF-BI-10004656,1.728,10024.0
1226,CA-2017-126004,OFF-PA-10001685,40.56,10024.0
1227,CA-2017-126004,OFF-ST-10001418,182.94,10024.0
1228,CA-2017-126004,OFF-ST-10000676,193.86,10024.0
1229,CA-2018-100013,OFF-EN-10001219,15.28,90045.0
1230,CA-2018-100013,FUR-FU-10001424,8.73,90045.0
1231,CA-2018-100013,OFF-AR-10001022,5.68,90045.0
1232,CA-2016-132570,OFF-AR-10000369,2.78,14215.0
1233,CA-2016-132570,OFF-EN-10003055,79.96,14215.0
1234,CA-2017-153682,TEC-CO-10001046,839.988,45231.0
1235,CA-2017-144344,FUR-FU-10000076,47.952,33437.0
1236,CA-2017-144344,OFF-BI-10003719,37.425,33437.0
1237,CA-2017-144344,FUR-FU-10003268,63.968,33437.0
1238,CA-2017-144344,FUR-FU-10003553,165.048,33437.0
1239,CA-2015-127012,FUR-FU-10003691,12.35,98105.0
1240,CA-2015-127012,OFF-AR-10003903,40.97,98105.0
1241,CA-2015-127012,OFF-FA-10004854,22.96,98105.0
1242,CA-2017-128727,TEC-PH-10003442,22.0,10024.0
1243,US-2017-162859,OFF-BI-10004519,398.352,10009.0
1244,US-2017-162859,OFF-FA-10000304,8.72,10009.0
1245,CA-2018-133641,OFF-EN-10004955,48.69,39503.0
1246,CA-2015-168494,FUR-TA-10004619,764.688,93727.0
1247,CA-2015-168494,FUR-TA-10003473,3610.848,93727.0
1248,CA-2015-168494,FUR-BO-10004467,254.9745,93727.0
1249,CA-2018-115602,OFF-AR-10002280,38.82,10009.0
1250,CA-2018-115602,FUR-CH-10001708,1141.938,10009.0
1251,CA-2018-115602,OFF-AP-10000891,1704.56,10009.0
1252,CA-2018-115602,OFF-AR-10000462,3.2,10009.0
1253,CA-2016-154956,TEC-PH-10004165,1099.96,53209.0
1254,CA-2018-144638,OFF-AR-10003958,5.248,19013.0
1255,CA-2018-144638,TEC-PH-10000149,35.91,19013.0
1256,CA-2018-144638,FUR-FU-10003724,6.696,19013.0
1257,CA-2018-144638,FUR-FU-10003535,43.872,19013.0
1258,US-2017-168620,OFF-BI-10001575,27.882,28205.0
1259,US-2017-168620,OFF-ST-10003716,540.048,28205.0
1260,US-2017-168620,TEC-AC-10004469,255.68,28205.0
1261,CA-2018-117079,TEC-PH-10004586,863.88,32216.0
1262,US-2017-144393,OFF-BI-10004236,17.616,27834.0
1263,CA-2018-105053,OFF-BI-10001634,17.472,11561.0
1264,CA-2017-155992,TEC-PH-10000215,69.9,46350.0
1265,CA-2017-155992,FUR-FU-10003724,41.85,46350.0
1266,CA-2018-110380,OFF-AR-10000422,6.57,94122.0
1267,US-2015-167738,OFF-ST-10003306,142.86,90045.0
1268,US-2015-167738,FUR-CH-10001146,292.272,90045.0
1269,CA-2018-121412,FUR-FU-10000246,29.328,80027.0
1270,CA-2018-100426,OFF-PA-10002870,12.48,35630.0
1271,US-2017-103646,OFF-ST-10000563,102.336,60623.0
1272,US-2017-103646,OFF-AP-10004487,48.792,60623.0
1273,US-2017-103646,OFF-BI-10002854,44.848,60623.0
1274,CA-2017-119186,OFF-PA-10004621,10.368,76106.0
1275,CA-2017-119186,FUR-CH-10001973,388.43,76106.0
1276,CA-2017-119186,OFF-PA-10004040,14.352,76106.0
1277,CA-2017-119186,TEC-AC-10000580,63.992,76106.0
1278,CA-2017-148698,OFF-AR-10004022,86.352,77070.0
1279,CA-2015-163293,TEC-AC-10004209,32.97,31204.0
1280,CA-2015-163293,TEC-AC-10000023,83.88,31204.0
1281,CA-2017-160815,TEC-PH-10003505,278.4,52402.0
1282,CA-2018-122154,OFF-LA-10000121,15.12,32216.0
1283,CA-2018-122154,OFF-BI-10002026,17.43,32216.0
1284,CA-2018-122154,OFF-PA-10000994,251.64,32216.0
1285,US-2016-149692,OFF-BI-10002813,2.772,78745.0
1286,CA-2017-119445,OFF-ST-10000617,14.9,2908.0
1287,CA-2016-124268,OFF-AR-10004817,15.48,10035.0
1288,CA-2017-154711,FUR-FU-10000397,39.88,10009.0
1289,CA-2017-154711,OFF-BI-10000605,12.192,10009.0
1290,CA-2017-154711,OFF-AR-10001860,20.82,10009.0
1291,CA-2017-163384,OFF-BI-10004970,13.216,94122.0
1292,CA-2017-163384,OFF-PA-10003172,32.4,94122.0
1293,CA-2016-101707,OFF-SU-10001218,32.94,92105.0
1294,CA-2016-101707,OFF-PA-10002968,114.2,92105.0
1295,CA-2016-101707,OFF-LA-10000134,3.08,92105.0
1296,CA-2016-138898,OFF-AP-10004487,845.728,81001.0
1297,CA-2018-115427,OFF-BI-10002103,13.904,94533.0
1298,CA-2018-115427,OFF-BI-10004632,20.72,94533.0
1299,CA-2017-134425,TEC-PH-10003555,114.95,55106.0
1300,CA-2016-121391,OFF-ST-10001590,26.96,94109.0
1301,CA-2017-137043,FUR-FU-10003664,572.76,22153.0
1302,CA-2017-137043,FUR-FU-10003664,286.38,22153.0
1303,CA-2016-115847,FUR-BO-10003433,61.96,22204.0
1304,US-2018-126179,FUR-FU-10002554,23.99,31907.0
1305,US-2018-126179,TEC-PH-10001557,287.97,31907.0
1306,CA-2017-101966,TEC-PH-10003437,419.944,77036.0
1307,CA-2017-141397,OFF-PA-10002986,46.76,91104.0
1308,CA-2017-141397,OFF-BI-10000320,17.712,91104.0
1309,CA-2017-141397,OFF-AP-10003971,21.78,91104.0
1310,CA-2017-141397,OFF-ST-10001469,161.94,91104.0
1311,CA-2017-141397,FUR-CH-10003846,161.568,91104.0
1312,CA-2017-141082,OFF-LA-10001404,3.69,1841.0
1313,CA-2017-141082,OFF-LA-10001474,122.12,1841.0
1314,US-2017-134488,FUR-CH-10003199,155.372,43229.0
1315,CA-2017-145919,OFF-PA-10003072,38.88,90032.0
1316,CA-2017-145919,FUR-FU-10004960,183.84,90032.0
1317,CA-2017-145919,OFF-SU-10003505,579.3,90032.0
1318,CA-2018-157651,TEC-AC-10003116,14.2,19120.0
1319,CA-2015-160773,TEC-PH-10004586,575.92,32725.0
1320,CA-2015-160773,OFF-BI-10000546,5.184,32725.0
1321,CA-2018-167703,OFF-BI-10002071,5.229,45231.0
1322,CA-2018-167703,OFF-ST-10001490,285.552,45231.0
1323,CA-2018-121804,OFF-AP-10004859,72.8,42071.0
1324,CA-2018-162635,OFF-PA-10002659,10.816,28403.0
1325,CA-2015-107153,OFF-ST-10001321,46.26,1841.0
1326,US-2015-117058,OFF-BI-10004139,17.46,60653.0
1327,CA-2016-120439,FUR-FU-10001867,51.072,19120.0
1328,CA-2017-128258,OFF-PA-10004156,11.34,6360.0
1329,CA-2018-106033,OFF-AR-10002818,87.92,94110.0
1330,CA-2017-142762,FUR-FU-10003691,37.05,94109.0
1331,CA-2018-127705,TEC-PH-10000347,2.97,44052.0
1332,CA-2018-127705,OFF-ST-10004507,27.44,44052.0
1333,CA-2015-122567,OFF-BI-10002012,1.08,75220.0
1334,CA-2015-122567,OFF-AP-10001303,7.96,75220.0
1335,CA-2015-121664,OFF-BI-10003684,140.736,90049.0
1336,CA-2017-122133,OFF-ST-10002574,552.56,6457.0
1337,US-2018-123281,FUR-FU-10003724,25.11,90008.0
1338,CA-2018-100524,FUR-FU-10004018,29.78,10011.0
1339,CA-2018-100524,TEC-PH-10002549,677.58,10011.0
1340,CA-2018-100524,OFF-PA-10004911,75.04,10011.0
1341,CA-2018-113481,TEC-MA-10002178,695.7,28540.0
1342,CA-2018-113481,OFF-BI-10003694,15.66,28540.0
1343,CA-2018-113481,OFF-BI-10000474,28.854,28540.0
1344,CA-2016-131758,OFF-AR-10000411,47.82,11520.0
1345,CA-2016-131758,OFF-LA-10000262,13.05,11520.0
1346,CA-2015-118339,OFF-AP-10001154,93.78,55044.0
1347,CA-2015-118339,OFF-PA-10000466,47.18,55044.0
1348,CA-2015-118339,OFF-AR-10003829,19.68,55044.0
1349,CA-2015-118339,OFF-BI-10001758,53.4,55044.0
1350,CA-2015-118339,OFF-BI-10000136,35.88,55044.0
1351,CA-2015-153976,FUR-CH-10002880,258.279,60201.0
1352,CA-2017-162901,OFF-ST-10000649,31.4,22204.0
1353,CA-2018-162978,TEC-PH-10003092,183.96,94109.0
1354,CA-2018-162978,OFF-PA-10002250,17.61,94109.0
1355,CA-2018-162978,FUR-TA-10003473,300.904,94109.0
1356,US-2015-160444,OFF-ST-10001522,220.776,77036.0
1357,US-2015-160444,OFF-ST-10000563,281.424,77036.0
1358,CA-2017-145247,OFF-PA-10003641,79.14,40214.0
1359,CA-2018-160045,FUR-FU-10000010,1.988,76106.0
1360,US-2015-151925,FUR-CH-10002961,145.568,90049.0
1361,CA-2018-125199,OFF-AR-10002956,123.256,19120.0
1362,CA-2018-125199,OFF-PA-10004041,23.68,19120.0
1363,CA-2018-125199,TEC-PH-10001336,309.576,19120.0
1364,US-2018-155425,OFF-BI-10001036,38.388,85705.0
1365,US-2018-155425,TEC-MA-10003183,95.994,85705.0
1366,US-2018-155425,TEC-AC-10001314,239.952,85705.0
1367,US-2018-155425,TEC-PH-10002563,201.584,85705.0
1368,US-2018-155425,FUR-CH-10003312,899.136,85705.0
1369,CA-2018-133249,FUR-FU-10001588,145.9,90660.0
1370,US-2016-103471,FUR-BO-10002613,590.058,80906.0
1371,US-2016-103471,OFF-AR-10003405,14.04,80906.0
1372,CA-2018-136672,TEC-AC-10004510,49.08,20735.0
1373,US-2015-157021,OFF-LA-10002312,29.6,94591.0
1374,US-2015-157021,OFF-BI-10000042,17.088,94591.0
1375,CA-2016-120362,FUR-TA-10003008,912.75,84604.0
1376,CA-2015-126361,OFF-AP-10003590,1089.75,84062.0
1377,CA-2015-126361,OFF-PA-10000806,447.84,84062.0
1378,CA-2015-126361,OFF-AR-10000896,16.4,84062.0
1379,CA-2015-126361,TEC-PH-10002310,399.96,84062.0
1380,CA-2015-126361,OFF-ST-10002289,158.9,84062.0
1381,CA-2015-126361,OFF-BI-10002852,13.184,84062.0
1382,US-2017-100566,FUR-FU-10003394,83.952,60505.0
1383,US-2017-108504,OFF-ST-10002344,80.98,30080.0
1384,US-2017-108504,OFF-PA-10001289,348.84,30080.0
1385,US-2017-108504,OFF-FA-10000053,9.45,30080.0
1386,US-2017-108504,FUR-FU-10004091,18.84,30080.0
1387,US-2017-108504,FUR-BO-10004015,239.98,30080.0
1388,US-2017-108504,OFF-EN-10003001,167.96,30080.0
1389,US-2017-108504,TEC-PH-10000215,104.85,30080.0
1390,US-2017-108504,TEC-PH-10003645,484.83,30080.0
1391,US-2017-108504,OFF-PA-10000357,122.97,30080.0
1392,US-2017-108504,OFF-ST-10004804,154.44,30080.0
1393,US-2017-108504,OFF-PA-10003892,342.37,30080.0
1394,CA-2018-124828,OFF-AR-10003514,9.552,27217.0
1395,US-2018-117247,FUR-TA-10002958,652.45,60505.0
1396,US-2018-117247,FUR-TA-10001676,66.645,60505.0
1397,CA-2017-124485,OFF-BI-10000822,17.216,10035.0
1398,CA-2017-124485,OFF-PA-10004971,11.56,10035.0
1399,CA-2017-124485,TEC-AC-10002323,88.4,10035.0
1400,CA-2017-124485,OFF-PA-10004888,6.48,10035.0
1401,CA-2017-159212,TEC-PH-10003988,21.8,24153.0
1402,CA-2017-159212,OFF-EN-10002230,251.79,24153.0
1403,US-2017-161396,FUR-TA-10002622,205.176,43229.0
1404,US-2017-161396,OFF-PA-10000418,419.4,43229.0
1405,US-2015-118486,OFF-SU-10004498,10.304,19143.0
1406,US-2015-118486,FUR-TA-10001039,154.764,19143.0
1407,US-2015-118486,TEC-AC-10004659,116.784,19143.0
1408,CA-2017-130407,OFF-AR-10002240,75.48,10024.0
1409,CA-2017-130407,FUR-FU-10001967,39.98,10024.0
1410,US-2017-122245,FUR-TA-10002356,393.165,85023.0
1411,CA-2018-105144,OFF-LA-10003923,23.68,75051.0
1412,CA-2017-136329,FUR-CH-10002335,408.006,10035.0
1413,CA-2017-136329,FUR-FU-10000723,165.28,10035.0
1414,CA-2015-146640,OFF-BI-10002867,334.768,10024.0
1415,CA-2018-115994,TEC-AC-10000580,239.97,92627.0
1416,CA-2018-115994,FUR-FU-10003976,37.74,92627.0
1417,CA-2016-126697,TEC-PH-10002922,946.344,77041.0
1418,CA-2016-126697,TEC-AC-10004353,151.2,77041.0
1419,CA-2016-126697,FUR-FU-10001706,4.928,77041.0
1420,CA-2016-124800,OFF-PA-10000501,86.272,85204.0
1421,CA-2016-124800,OFF-BI-10000778,72.588,85204.0
1422,CA-2016-124800,OFF-AP-10004980,60.672,85204.0
1423,CA-2016-124800,OFF-BI-10003984,77.031,85204.0
1424,CA-2016-124800,OFF-ST-10000798,119.904,85204.0
1425,CA-2016-124800,TEC-PH-10001750,263.96,85204.0
1426,CA-2016-124800,OFF-ST-10002743,363.648,85204.0
1427,US-2016-164448,OFF-BI-10002949,9.728,93905.0
1428,US-2016-164448,OFF-EN-10002600,14.75,93905.0
1429,US-2016-164448,OFF-BI-10003708,29.8,93905.0
1430,US-2016-164448,OFF-LA-10003510,427.42,93905.0
1431,CA-2018-122700,TEC-PH-10003092,220.752,43229.0
1432,CA-2015-120768,OFF-BI-10001191,152.76,35630.0
1433,CA-2015-120768,OFF-SU-10004115,7.27,35630.0
1434,CA-2015-120768,FUR-CH-10000513,1819.86,35630.0
1435,US-2017-153129,OFF-PA-10003673,33.9,98105.0
1436,CA-2018-106852,OFF-PA-10001639,31.104,44134.0
1437,CA-2018-106852,OFF-AR-10003829,5.248,44134.0
1438,CA-2016-139731,TEC-AC-10004975,263.88,79109.0
1439,CA-2016-139731,FUR-CH-10002024,2453.43,79109.0
1440,CA-2018-122735,OFF-BI-10004364,29.7,2908.0
1441,CA-2018-122735,OFF-PA-10001712,39.96,2908.0
1442,CA-2018-128160,OFF-BI-10001510,36.672,94110.0
1443,CA-2018-117695,OFF-PA-10002713,13.76,40475.0
1444,CA-2016-166135,OFF-ST-10002974,139.424,80013.0
1445,CA-2017-133725,TEC-PH-10004165,1979.928,60623.0
1446,CA-2018-102337,OFF-ST-10004804,164.736,60653.0
1447,CA-2018-102337,FUR-CH-10004289,470.302,60653.0
1448,CA-2018-102337,TEC-PH-10002564,47.984,60653.0
1449,US-2015-112564,OFF-BI-10004876,2.502,19134.0
1450,CA-2016-145821,TEC-PH-10004348,88.752,90008.0
1451,US-2016-160150,OFF-BI-10004352,2.025,85023.0
1452,CA-2017-133711,OFF-PA-10001685,70.98,36608.0
1453,CA-2017-133711,OFF-BI-10000666,91.68,36608.0
1454,CA-2017-133711,OFF-BI-10004352,33.75,36608.0
1455,CA-2017-133711,TEC-MA-10000010,3040.0,36608.0
1456,CA-2018-148474,OFF-BI-10000977,91.2,31907.0
1457,CA-2018-148474,FUR-TA-10002530,452.94,31907.0
1458,CA-2016-111297,OFF-BI-10002412,52.2,2740.0
1459,CA-2017-123722,OFF-LA-10001569,15.936,75061.0
1460,CA-2015-155271,FUR-FU-10001473,27.46,6457.0
1461,CA-2016-119907,OFF-BI-10001765,55.424,98103.0
1462,US-2017-128902,FUR-TA-10001095,244.006,8360.0
1463,CA-2017-152289,TEC-AC-10004571,159.984,77506.0
1464,CA-2017-152289,FUR-CH-10002126,1024.716,77506.0
1465,US-2017-104794,OFF-FA-10001754,3.68,10009.0
1466,CA-2015-151708,FUR-FU-10001602,121.376,85301.0
1467,CA-2015-151708,TEC-AC-10001767,95.976,85301.0
1468,CA-2016-100769,TEC-AC-10002402,255.968,32216.0
1469,CA-2018-139199,FUR-CH-10000847,872.94,48234.0
1470,CA-2018-139199,OFF-BI-10003982,41.54,48234.0
1471,CA-2018-139199,OFF-PA-10001293,12.96,48234.0
1472,US-2016-161466,OFF-AR-10000634,6.848,19120.0
1473,CA-2018-164959,OFF-LA-10004272,8.67,90004.0
1474,US-2016-105676,FUR-FU-10004270,6.688,77036.0
1475,CA-2017-113138,OFF-AR-10003770,17.28,14304.0
1476,CA-2017-113138,OFF-BI-10000320,17.712,14304.0
1477,US-2018-104955,OFF-LA-10003121,28.91,10024.0
1478,CA-2017-121958,OFF-SU-10000381,52.136,27360.0
1479,CA-2018-121468,TEC-PH-10000376,31.968,92683.0
1480,US-2017-108455,OFF-PA-10002262,25.92,94122.0
1481,US-2017-108455,OFF-PA-10002464,40.46,94122.0
1482,US-2017-108455,OFF-ST-10002214,33.87,94122.0
1483,CA-2018-101210,OFF-AR-10003560,9.728,38301.0
1484,CA-2018-101210,OFF-PA-10000130,3.424,38301.0
1485,US-2017-108098,TEC-AC-10000865,177.0,98115.0
1486,CA-2015-119032,OFF-FA-10003021,3.76,10035.0
1487,CA-2016-140410,TEC-PH-10003580,1212.848,90008.0
1488,CA-2016-140410,TEC-AC-10001109,89.97,90008.0
1489,CA-2016-140410,FUR-FU-10003347,42.6,90008.0
1490,CA-2015-136280,OFF-LA-10000452,5.04,19143.0
1491,CA-2018-151911,OFF-EN-10002986,62.96,10024.0
1492,CA-2018-166436,OFF-PA-10001838,5.88,10035.0
1493,CA-2018-166436,FUR-CH-10000785,977.292,10035.0
1494,CA-2018-139661,FUR-FU-10002885,9.64,98661.0
1495,CA-2015-123925,OFF-AR-10002952,40.05,31907.0
1496,CA-2018-152485,OFF-AR-10003759,10.192,75019.0
1497,CA-2018-152485,OFF-ST-10004950,16.784,75019.0
1498,CA-2018-152485,OFF-AR-10001940,13.12,75019.0
1499,CA-2017-141586,OFF-BI-10003981,18.16,94122.0
1500,CA-2018-130386,OFF-PA-10002749,16.056,78745.0
1501,CA-2018-130386,OFF-PA-10003823,223.056,78745.0
1502,CA-2018-130386,OFF-ST-10003716,540.048,78745.0
1503,CA-2017-100468,TEC-PH-10001300,33.52,90045.0
1504,CA-2017-100468,FUR-FU-10000010,9.94,90045.0
1505,CA-2016-153388,OFF-AR-10001868,6.72,90004.0
1506,CA-2016-153388,FUR-TA-10003715,1004.976,90004.0
1507,CA-2018-154935,OFF-BI-10003708,17.88,10024.0
1508,CA-2017-134208,TEC-MA-10004458,396.0,31907.0
1509,CA-2018-108294,OFF-BI-10004965,34.5,68104.0
1510,CA-2018-103611,FUR-FU-10004270,8.36,90036.0
1511,CA-2018-100384,OFF-AR-10002135,385.6,91767.0
1512,CA-2018-100384,OFF-AR-10003514,35.82,91767.0
1513,CA-2018-112809,OFF-ST-10002276,200.064,75220.0
